,Open,Close,"SI(C2<>B2,1,0)"
316,1262.79004,1268.12,1
317,1268.12,1268.66003,1
318,1268.66003,1256.54004,1
319,1256.54004,1258.17004,1
320,1258.17004,1254.42004,1
321,1254.42004,1248.29004,1
322,1248.29004,1268.80005,1
323,1268.80005,1273.45996,1
324,1273.45996,1273.47998,1
325,1273.47998,1285.44995,1
326,1285.44995,1290.15002,1
327,1290.15002,1289.68994,1
328,1289.71997,1294.18005,1
329,1294.18005,1286.06006,1
330,1286.06006,1287.60999,1
331,1287.60999,1282.93005,1
332,1282.93005,1277.93005,1
333,1277.93005,1285.04004,1
334,1285.04004,1261.48999,1
335,1261.48999,1263.81995,1
336,1263.81995,1266.85999,1
337,1266.85999,1264.68005,1
338,1264.68005,1273.82996,1
339,1273.82996,1283.71997,1
340,1283.71997,1285.18994,1
341,1285.19995,1280.07996,1
342,1280.07996,1282.45996,1
343,1282.45996,1270.83997,1
344,1270.83997,1264.03003,1
345,1264.03003,1265.02002,1
346,1265.02002,1254.78003,1
347,1254.78003,1265.65002,1
348,1265.65002,1263.78003,1
349,1263.81995,1266.98999,1
350,1266.98999,1262.85999,1
351,1262.85999,1275.53003,1
352,1275.53003,1280,1
353,1280,1289.38001,1
354,1289.38001,1287.23999,1
355,1287.23999,1283.03003,1
356,1283.03003,1292.67004,1
357,1292.67004,1287.79004,1
358,1287.79004,1289.43005,1
359,1289.43005,1294.12,1
360,1294.12,1280.66003,1
361,1280.66003,1291.23999,1
362,1291.23999,1289.14002,1
363,1289.14002,1287.22998,1
364,1287.22998,1278.26001,1
365,1278.26001,1275.88001,1
366,1275.88001,1278.46997,1
367,1278.46997,1272.22998,1
368,1272.22998,1281.42004,1
369,1281.57996,1284.13001,1
370,1284.13001,1297.47998,1
371,1297.47998,1303.02002,1
372,1303.02002,1305.32996,1
373,1305.32996,1307.25,1
374,1307.25,1305.07996,1
375,1305.07996,1297.22998,1
376,1297.22998,1305.04004,1
377,1305.04004,1301.67004,1
378,1301.67004,1302.94995,1
379,1302.94995,1301.60999,1
380,1301.60999,1293.22998,1
381,1293.22998,1302.89002,1
382,1302.89002,1300.25,1
383,1300.25,1294.87,1
384,1302.88001,1297.81006,1
385,1297.81006,1305.93005,1
386,1305.93005,1311.56006,1
387,1311.56006,1309.04004,1
388,1309.04004,1295.5,1
389,1295.51001,1296.62,1
390,1296.59998,1286.56995,1
391,1286.56995,1288.12,1
392,1288.12,1289.12,1
393,1289.12,1285.32996,1
394,1285.32996,1307.28003,1
395,1307.65002,1309.93005,1
396,1309.93005,1311.45996,1
397,1311.45996,1311.28003,1
398,1311.28003,1308.10999,1
399,1308.10999,1301.73999,1
400,1301.73999,1305.41003,1
401,1305.41003,1309.71997,1
402,1309.71997,1310.60999,1
403,1310.60999,1305.18994,1
404,1305.18994,1313.20996,1
405,1313.20996,1308.12,1
406,1307.84998,1312.25,1
407,1312.25,1325.76001,1
408,1325.76001,1324.66003,1
409,1324.66003,1325.14002,1
410,1324.56995,1322.84998,1
411,1322.63001,1305.92004,1
412,1305.88001,1291.23999,1
413,1291.18994,1294.5,1
414,1294.5,1292.07996,1
415,1291.72998,1270.31995,1
416,1270.25,1261.81006,1
417,1261.81006,1267.03003,1
418,1267.03003,1262.06995,1
419,1262.06006,1256.57996,1
420,1256.56006,1258.56995,1
421,1258.41003,1272.88001,1
422,1272.70996,1280.16003,1
423,1280.04004,1259.87,1
424,1259.38001,1270.08997,1
425,1270.05005,1285.70996,1
426,1285.70996,1288.21997,1
427,1288.16003,1265.29004,1
428,1265.22998,1263.84998,1
429,1263.60999,1256.15002,1
430,1256.07996,1257.93005,1
431,1257.93005,1252.30005,1
432,1252.27002,1237.43994,1
433,1236.07996,1223.68994,1
434,1223.66003,1230.04004,1
435,1230.01001,1256.16003,1
436,1256.16003,1251.54004,1
437,1251.54004,1240.13001,1
438,1240.12,1240.12,0
439,1240.08997,1252.19995,1
440,1251.92004,1245.59998,1
441,1245.58997,1244.5,1
442,1244.5,1250.56006,1
443,1250.55005,1239.19995,1
444,1238.98999,1246,1
445,1245.93994,1272.87,1
446,1272.85999,1270.19995,1
447,1270.06006,1280.18994,1
448,1280.05005,1270.91003,1
449,1270.57996,1274.07996,1
450,1274.07996,1265.47998,1
451,1265.45996,1267.33997,1
452,1267.26001,1272.43005,1
453,1272.39002,1258.59998,1
454,1258.57996,1242.28003,1
455,1242.29004,1236.19995,1
456,1236.19995,1234.48999,1
457,1234.47998,1236.85999,1
458,1236.73999,1259.81006,1
459,1259.81006,1249.13001,1
460,1249.12,1240.29004,1
461,1240.25,1260.91003,1
462,1260.91003,1268.88001,1
463,1268.87,1268.40002,1
464,1268.19995,1263.19995,1
465,1263.15002,1278.55005,1
466,1278.53003,1276.66003,1
467,1278.53003,1270.92004,1
468,1270.72998,1277.41003,1
469,1278.21997,1280.27002,1
470,1280.26001,1279.35999,1
471,1279.31006,1275.77002,1
472,1275.67004,1271.47998,1
473,1271.13001,1265.94995,1
474,1265.71997,1271.81006,1
475,1271.64002,1266.73999,1
476,1266.67004,1268.20996,1
477,1268.18994,1285.57996,1
478,1285.27002,1295.43005,1
479,1295.37,1297.47998,1
480,1297.47998,1302.30005,1
481,1302.30005,1297.52002,1
482,1297.52002,1298.81995,1
483,1298.72998,1292.98999,1
484,1292.96997,1296.06006,1
485,1295.92004,1295.08997,1
486,1295.08997,1301.78003,1
487,1301.56995,1304.28003,1
488,1303.69995,1305.37,1
489,1304.25,1303.81995,1
490,1303.80005,1311.01001,1
491,1310.93994,1313.25,1
492,1313.04004,1300.26001,1
493,1300.20996,1294.02002,1
494,1294.02002,1298.92004,1
495,1298.85999,1299.54004,1
496,1299.53003,1313,1
497,1312.73999,1318.06995,1
498,1318,1316.28003,1
499,1316.28003,1319.66003,1
500,1319.84998,1321.18005,1
501,1321.17004,1317.64002,1
502,1318.28003,1325.18005,1
503,1324.89002,1318.03003,1
504,1318.03003,1314.78003,1
505,1314.78003,1326.37,1
506,1326.34998,1336.34998,1
507,1336.12,1336.58997,1
508,1336.56006,1338.88001,1
509,1339.15002,1335.84998,1
510,1335.81995,1331.31995,1
511,1331.31995,1334.10999,1
512,1333.81006,1350.19995,1
513,1349.83997,1353.21997,1
514,1353.21997,1349.58997,1
515,1349.57996,1350.66003,1
516,1350.62,1353.42004,1
517,1353.28003,1349.94995,1
518,1349.93994,1362.82996,1
519,1362.81995,1365.62,1
520,1365.60999,1369.06006,1
521,1369.05005,1364.05005,1
522,1363.93005,1365.80005,1
523,1365.94995,1366.95996,1
524,1366.93994,1368.59998,1
525,1368.57996,1377.02002,1
526,1377.02002,1377.38001,1
527,1377.35999,1382.21997,1
528,1382.20996,1389.07996,1
529,1388.89002,1377.33997,1
530,1377.30005,1377.93005,1
531,1377.93005,1377.93994,1
532,1377.76001,1367.81006,1
533,1367.43994,1367.33997,1
534,1367.31006,1364.30005,1
535,1364.27002,1379.78003,1
536,1379.75,1382.83997,1
537,1382.5,1385.71997,1
538,1385.43005,1378.32996,1
539,1378.32996,1380.90002,1
540,1380.57996,1384.42004,1
541,1384.35999,1393.21997,1
542,1392.91003,1396.56995,1
543,1396.53003,1399.76001,1
544,1399.76001,1401.19995,1
545,1401.17004,1400.5,1
546,1400.43005,1402.81006,1
547,1402.68994,1406.08997,1
548,1405.93994,1400.94995,1
549,1400.94995,1381.95996,1
550,1381.60999,1386.71997,1
551,1386.10999,1399.47998,1
552,1399.46997,1400.63001,1
553,1400.63001,1396.70996,1
554,1396.67004,1409.12,1
555,1409.09998,1414.76001,1
556,1414.40002,1412.90002,1
557,1412.85999,1407.29004,1
558,1407.27002,1409.83997,1
559,1409.81006,1413.04004,1
560,1413,1411.56006,1
561,1411.31995,1413.20996,1
562,1413.16003,1425.48999,1
563,1425.47998,1427.08997,1
564,1427.07996,1422.47998,1
565,1422.42004,1425.55005,1
566,1425.51001,1423.53003,1
567,1423.19995,1418.30005,1
568,1418.09998,1410.76001,1
569,1410.75,1416.90002,1
570,1416.63001,1426.83997,1
571,1426.77002,1424.72998,1
572,1424.70996,1418.30005,1
573,1418.03003,1416.59998,1
574,1416.59998,1418.33997,1
575,1418.33997,1409.70996,1
576,1409.26001,1412.83997,1
577,1412.83997,1412.10999,1
578,1408.69995,1414.84998,1
579,1414.83997,1423.81995,1
580,1423.81995,1430.72998,1
581,1430.72998,1431.90002,1
582,1431.77002,1430.62,1
583,1430.58997,1426.37,1
584,1426.34998,1430.5,1
585,1430.46997,1422.94995,1
586,1422.94995,1427.98999,1
587,1427.95996,1440.13001,1
588,1440.12,1423.90002,1
589,1423.90002,1422.18005,1
590,1422.03003,1420.62,1
591,1420.60999,1428.81995,1
592,1428.65002,1438.23999,1
593,1437.90002,1445.93994,1
594,1445.93994,1448.39002,1
595,1448.32996,1446.98999,1
596,1446.97998,1448,1
597,1447.41003,1450.02002,1
598,1449.98999,1448.31006,1
599,1448.25,1438.06006,1
600,1438,1433.37,1
601,1433.21997,1444.26001,1
602,1443.91003,1455.30005,1
603,1455.15002,1456.81006,1
604,1456.77002,1455.54004,1
605,1455.53003,1459.68005,1
606,1459.59998,1457.63001,1
607,1457.29004,1456.38001,1
608,1456.21997,1451.18994,1
609,1451.04004,1449.37,1
610,1449.25,1399.04004,1
611,1398.64002,1406.81995,1
612,1406.80005,1403.17004,1
613,1403.16003,1387.17004,1
614,1387.10999,1374.12,1
615,1374.06006,1395.41003,1
616,1395.02002,1391.96997,1
617,1391.88001,1401.89002,1
618,1401.89002,1402.83997,1
619,1402.80005,1406.59998,1
620,1406.22998,1377.94995,1
621,1377.85999,1387.17004,1
622,1387.10999,1392.28003,1
623,1392.28003,1386.94995,1
624,1386.94995,1402.06006,1
625,1402.04004,1410.93994,1
626,1410.92004,1435.04004,1
627,1435.04004,1434.54004,1
628,1434.54004,1436.10999,1
629,1436.10999,1437.5,1
630,1437.48999,1428.60999,1
631,1428.34998,1417.22998,1
632,1417.17004,1422.53003,1
633,1422.52002,1420.85999,1
634,1420.82996,1424.55005,1
635,1424.27002,1437.77002,1
636,1437.75,1439.37,1
637,1438.93994,1443.76001,1
638,1443.77002,1444.60999,1
639,1444.57996,1448.39002,1
640,1448.22998,1438.87,1
641,1438.87,1447.80005,1
642,1447.80005,1452.84998,1
643,1452.83997,1468.32996,1
644,1468.46997,1471.47998,1
645,1471.46997,1472.5,1
646,1472.47998,1470.72998,1
647,1470.68994,1484.34998,1
648,1484.32996,1480.93005,1
649,1480.93005,1480.41003,1
650,1480.28003,1495.42004,1
651,1495.27002,1494.25,1
652,1494.20996,1494.06995,1
653,1494.06995,1482.37,1
654,1482.37,1486.30005,1
655,1486.13001,1495.92004,1
656,1495.56006,1502.39002,1
657,1502.34998,1505.62,1
658,1505.56995,1509.47998,1
659,1509.35999,1507.71997,1
660,1507.31995,1512.57996,1
661,1512.32996,1491.46997,1
662,1491.46997,1505.84998,1
663,1505.76001,1503.15002,1
664,1503.10999,1501.18994,1
665,1500.75,1514.14002,1
666,1514.01001,1512.75,1
667,1512.73999,1522.75,1
668,1522.75,1525.09998,1
669,1525.09998,1524.12,1
670,1524.08997,1522.28003,1
671,1522.09998,1507.51001,1
672,1507.5,1515.72998,1
673,1515.55005,1518.10999,1
674,1517.59998,1530.22998,1
675,1530.18994,1530.62,1
676,1530.62,1536.33997,1
677,1536.28003,1539.18005,1
678,1539.12,1530.94995,1
679,1530.56995,1517.38001,1
680,1517.35999,1490.71997,1
681,1490.70996,1507.67004,1
682,1507.64002,1509.12,1
683,1509.12,1493,1
684,1492.65002,1515.67004,1
685,1515.57996,1522.96997,1
686,1522.96997,1532.91003,1
687,1532.90002,1531.05005,1
688,1531.02002,1533.69995,1
689,1533.68005,1512.83997,1
690,1512.5,1522.18994,1
691,1522.18994,1502.56006,1
692,1502.56006,1497.73999,1
693,1497.68005,1492.89002,1
694,1492.62,1506.33997,1
695,1506.31995,1505.70996,1
696,1505.69995,1503.34998,1
697,1504.66003,1519.43005,1
698,1519.12,1524.87,1
699,1524.85999,1525.40002,1
700,1524.95996,1530.43994,1
701,1530.43005,1531.84998,1
702,1531.84998,1510.12,1
703,1509.93005,1518.76001,1
704,1518.73999,1547.69995,1
705,1547.68005,1552.5,1
706,1552.5,1549.52002,1
707,1549.52002,1549.37,1
708,1549.19995,1546.17004,1
709,1546.13001,1553.07996,1
710,1553.18994,1534.09998,1
711,1534.06006,1541.56995,1
712,1541.56995,1511.04004,1
713,1511.03003,1518.08997,1
714,1518.08997,1482.66003,1
715,1482.43994,1458.94995,1
716,1458.93005,1473.91003,1
717,1473.90002,1455.27002,1
718,1455.18005,1465.81006,1
719,1465.45996,1472.19995,1
720,1472.18005,1433.06006,1
721,1433.04004,1467.67004,1
722,1467.62,1476.70996,1
723,1476.21997,1497.48999,1
724,1497.20996,1453.08997,1
725,1453.08997,1453.64002,1
726,1453.42004,1452.92004,1
727,1452.87,1426.54004,1
728,1426.15002,1406.69995,1
729,1406.64002,1411.27002,1
730,1411.26001,1445.93994,1
731,1445.93994,1445.55005,1
732,1445.55005,1447.12,1
733,1447.03003,1464.06995,1
734,1464.05005,1462.5,1
735,1462.33997,1479.37,1
736,1479.35999,1466.79004,1
737,1466.71997,1432.35999,1
738,1432.01001,1463.76001,1
739,1463.67004,1457.64002,1
740,1457.60999,1473.98999,1
741,1473.95996,1489.42004,1
742,1488.76001,1472.29004,1
743,1472.03003,1478.55005,1
744,1478.55005,1453.55005,1
745,1453.5,1451.69995,1
746,1451.68994,1471.48999,1
747,1471.09998,1471.56006,1
748,1471.46997,1483.94995,1
749,1483.94995,1484.25,1
750,1484.23999,1476.65002,1
751,1476.63001,1519.78003,1
752,1519.75,1529.03003,1
753,1528.68994,1518.75,1
754,1518.75,1525.75,1
755,1525.75,1517.72998,1
756,1516.33997,1517.20996,1
757,1518.62,1525.42004,1
758,1527.31995,1531.38001,1
759,1531.23999,1526.75,1
760,1527.29004,1547.04004,1
761,1546.95996,1546.63001,1
762,1545.80005,1539.58997,1
763,1539.91003,1542.83997,1
764,1543.83997,1557.58997,1
765,1556.51001,1552.57996,1
766,1553.18005,1565.15002,1
767,1564.97998,1562.46997,1
768,1564.71997,1554.41003,1
769,1555.41003,1561.80005,1
770,1562.25,1548.70996,1
771,1547.81006,1538.53003,1
772,1544.43994,1541.23999,1
773,1539.29004,1540.07996,1
774,1540,1500.63001,1
775,1497.79004,1506.32996,1
776,1509.30005,1519.58997,1
777,1516.60999,1515.88001,1
778,1516.15002,1514.40002,1
779,1522.17004,1535.28003,1
780,1536.92004,1540.97998,1
781,1539.42004,1531.02002,1
782,1532.15002,1549.38001,1
783,1545.79004,1508.43994,1
784,1511.06995,1509.65002,1
785,1505.60999,1502.17004,1
786,1505.32996,1520.27002,1
787,1515.45996,1475.62,1
788,1475.27002,1474.77002,1
789,1467.58997,1453.69995,1
790,1453.66003,1439.18005,1
791,1441.34998,1481.05005,1
792,1483.40002,1470.57996,1
793,1468.04004,1451.15002,1
794,1453.08997,1458.73999,1
795,1456.69995,1433.27002,1
796,1434.51001,1439.69995,1
797,1434.70996,1416.77002,1
798,1417.62,1440.69995,1
799,1440.73999,1407.21997,1
800,1409.58997,1428.22998,1
801,1432.94995,1469.02002,1
802,1467.41003,1469.71997,1
803,1471.82996,1481.14002,1
804,1479.63001,1472.42004,1
805,1471.33997,1462.79004,1
806,1465.21997,1485.01001,1
807,1484.58997,1507.33997,1
808,1508.59998,1504.66003,1
809,1505.10999,1515.95996,1
810,1516.68005,1477.65002,1
811,1487.57996,1486.58997,1
812,1483.27002,1488.41003,1
813,1486.18994,1467.94995,1
814,1465.05005,1445.90002,1
815,1445.92004,1454.97998,1
816,1454.69995,1453,1
817,1456.42004,1460.12,1
818,1463.18994,1484.45996,1
819,1484.55005,1496.44995,1
820,1495.12,1497.66003,1
821,1495.05005,1476.27002,1
822,1479.82996,1478.48999,1
823,1475.25,1468.35999,1
824,1467.96997,1447.16003,1
825,1447.55005,1447.16003,1
826,1444.01001,1411.63001,1
827,1414.06995,1416.18005,1
828,1415.70996,1390.18994,1
829,1390.25,1409.13001,1
830,1406.78003,1420.32996,1
831,1419.91003,1401.02002,1
832,1402.91003,1416.25,1
833,1411.88001,1380.94995,1
834,1377.41003,1373.19995,1
835,1374.79004,1333.25,1
836,1333.90002,1325.18994,1
837,1312.93994,1310.5,1
838,1310.41003,1338.59998,1
839,1340.13001,1352.06995,1
840,1357.31995,1330.60999,1
841,1330.69995,1353.95996,1
842,1355.93994,1362.30005,1
843,1362.21997,1355.81006,1
844,1351.97998,1378.55005,1
845,1378.59998,1395.42004,1
846,1395.38001,1380.81995,1
847,1380.28003,1336.64002,1
848,1339.47998,1326.44995,1
849,1324.01001,1336.91003,1
850,1336.88001,1331.29004,1
851,1331.92004,1339.13001,1
852,1340.55005,1348.85999,1
853,1353.12,1367.20996,1
854,1367.32996,1348.85999,1
855,1347.52002,1349.98999,1
856,1355.85999,1348.78003,1
857,1348.39002,1360.03003,1
858,1362.20996,1342.53003,1
859,1344.21997,1353.10999,1
860,1352.75,1371.80005,1
861,1371.76001,1381.29004,1
862,1378.94995,1380.02002,1
863,1378.16003,1367.68005,1
864,1364.06995,1330.63001,1
865,1330.44995,1331.33997,1
866,1329.57996,1326.75,1
867,1327.68994,1333.69995,1
868,1332.19995,1304.33997,1
869,1301.53003,1293.37,1
870,1293.16003,1273.37,1
871,1274.40002,1320.65002,1
872,1321.13001,1308.77002,1
873,1305.26001,1315.47998,1
874,1316.05005,1288.14002,1
875,1283.20996,1276.59998,1
876,1277.16003,1330.73999,1
877,1330.96997,1298.42004,1
878,1299.67004,1329.51001,1
879,1330.29004,1349.88001,1
880,1349.06995,1352.98999,1
881,1352.44995,1341.13001,1
882,1340.33997,1325.76001,1
883,1327.02002,1315.21997,1
