, PRECIO , VN , PxQ 
41048,84.05,20.00,1681.00
41049,84.20,80.00,6736.00
41050,84.20,420.00,35364.00
41051,84.70,119.00,10079.30
41052,84.60,131.00,11082.60
41053,84.70,46.00,3896.20
41054,84.70,154.00,13043.80
41055,84.75,129.00,10932.75
41056,84.70,46.00,3896.20
41057,84.10,187.00,15726.70
41058,84.75,50.00,4237.50
41059,84.75,236.00,20001.00
41060,84.75,111.00,9407.25
41061,85.00,198.00,16830.00
41062,85.00,236.00,20060.00
41063,85.00,66.00,5610.00
41064,85.00,500.00,42500.00
41065,85.00,168.00,14280.00
41066,85.00,8.00,680.00
41067,85.00,189.00,16065.00
41068,85.50,1000.00,85500.00
41069,85.50,33.00,2821.50
41070,85.50,89.00,7609.50
41071,85.70,377.00,32308.90
41072,85.60,275.00,23540.00
41073,85.50,128.00,10944.00
41074,85.90,220.00,18898.00
41075,86.80,78.00,6770.40
41076,86.80,229.00,19877.20
41077,86.80,10.00,868.00
41078,86.80,92.00,7985.60
41079,86.90,80.00,6952.00
41080,86.80,80.00,6944.00
41081,86.80,180.00,15624.00
41082,86.85,230.00,19975.50
41083,86.80,74.00,6423.20
41084,86.80,341.00,29598.80
41085,86.80,341.00,29598.80
41086,86.80,114.00,9895.20
41087,86.35,1.00,86.35
41088,86.80,26.00,2256.80
41089,86.80,230.00,19964.00
41090,86.80,164.00,14235.20
41091,86.80,69.00,5989.20
41092,86.80,100.00,8680.00
41093,86.80,450.00,39060.00
41094,86.50,34.00,2941.00
41095,86.50,100.00,8650.00
41096,86.40,95.00,8208.00
41097,86.40,125.00,10800.00
41098,86.50,117.00,10120.50
41099,86.45,30.00,2593.50
41100,86.40,1900.00,164160.00
41101,86.40,10.00,864.00
41102,86.40,10.00,864.00
41103,86.40,115.00,9936.00
41104,86.40,345.00,29808.00
41105,86.40,557.00,48124.80
41106,86.45,138.00,11930.10
41107,86.50,180.00,15570.00
41108,86.50,169.00,14618.50
41109,86.50,693.00,59944.50
41110,86.45,138.00,11930.10
41111,86.45,115.00,9941.75
41112,86.50,1000.00,86500.00
41113,86.40,461.00,39830.40
41114,86.40,42.00,3628.80
41115,86.40,264.00,22809.60
41116,86.40,236.00,20390.40
41117,86.35,420.00,36267.00
41118,86.35,150.00,12952.50
41119,86.20,35.00,3017.00
41120,86.10,600.00,51660.00
41121,86.00,100.00,8600.00
41122,86.00,20.00,1720.00
41123,86.00,1000.00,86000.00
41124,86.35,8.00,690.80
41125,86.00,81.00,6966.00
41126,86.35,60.00,5181.00
41127,85.95,201.00,17275.95
41128,85.90,87.00,7473.30
41129,85.90,912.00,78340.80
41130,85.90,88.00,7559.20
41131,85.90,160.00,13744.00
41132,85.90,152.00,13056.80
41133,86.00,2096.00,180256.00
41134,85.90,518.00,44496.20
41135,85.50,518.00,44289.00
41136,85.50,1432.00,122436.00
41137,85.50,169.00,14449.50
41138,85.90,52.00,4466.80
41139,85.50,1572.00,134406.00
41140,85.00,300.00,25500.00
41141,85.00,64.00,5440.00
41142,85.50,175.00,14962.50
41143,85.00,524.00,44540.00
41144,85.00,150.00,12750.00
41145,85.00,561.00,47685.00
41146,85.00,95.00,8075.00
41147,85.00,520.00,44200.00
41148,85.00,502.00,42670.00
41149,85.00,498.00,42330.00
41150,85.00,70.00,5950.00
41151,85.00,175.00,14875.00
41152,85.00,12.00,1020.00
41153,85.00,1000.00,85000.00
41154,85.00,13.00,1105.00
41155,85.00,60.00,5100.00
41156,84.50,1.00,84.50
41157,84.50,117.00,9886.50
41158,84.50,1111.00,93879.50
41159,84.50,472.00,39884.00
41160,84.50,72.00,6084.00
41161,84.40,106.00,8946.40
41162,84.00,15.00,1260.00
41163,84.40,864.00,72921.60
41164,84.00,699.00,58716.00
41165,84.00,590.00,49560.00
41166,84.00,410.00,34440.00
41167,84.00,12.00,1008.00
41168,84.00,3.00,252.00
41169,84.00,92.00,7728.00
41170,84.00,43.00,3612.00
41171,84.00,350.00,29400.00
41172,84.00,49.00,4116.00
41173,84.00,98.00,8232.00
41174,83.50,20.00,1670.00
41175,83.55,168.00,14036.40
41176,83.50,125.00,10437.50
41177,83.90,80.00,6712.00
41178,84.00,50.00,4200.00
41179,84.00,53.00,4452.00
41180,83.90,157.00,13172.30
41181,83.90,100.00,8390.00
41182,84.00,100.00,8400.00
41183,84.00,100.00,8400.00
41184,83.50,813.00,67885.50
41185,83.50,135.00,11272.50
41186,83.00,600.00,49800.00
41187,83.00,900.00,74700.00
41188,83.00,500.00,41500.00
41189,83.00,52.00,4316.00
41190,83.90,150.00,12585.00
41191,83.50,150.00,12525.00
41192,83.50,420.00,35070.00
41193,83.10,142.00,11800.20
41194,83.50,430.00,35905.00
41195,83.50,500.00,41750.00
41196,83.50,1000.00,83500.00
41197,83.95,500.00,41975.00
41198,83.50,1000.00,83500.00
41199,84.50,120.00,10140.00
41200,84.50,90.00,7605.00
41201,84.45,24.00,2026.80
41202,84.45,900.00,76005.00
41203,84.40,150.00,12660.00
41204,84.00,42.00,3528.00
41205,84.05,230.00,19331.50
41206,84.35,9.00,759.15
41207,84.00,50.00,4200.00
41208,84.00,30.00,2520.00
41209,84.00,154.00,12936.00
41210,84.00,172.00,14448.00
41211,84.00,1094.00,91896.00
41212,84.05,12.00,1008.60
41213,84.00,94.00,7896.00
41214,84.00,106.00,8904.00
41215,84.05,101.00,8489.05
41216,84.00,25.00,2100.00
41217,84.00,100.00,8400.00
41218,83.60,400.00,33440.00
41219,83.60,349.00,29176.40
41220,84.00,151.00,12684.00
41221,84.00,65.00,5460.00
41222,84.00,58.00,4872.00
41223,84.00,601.00,50484.00
41224,84.00,50.00,4200.00
41225,84.00,200.00,16800.00
41226,84.05,30.00,2521.50
41227,84.00,149.00,12516.00
41228,83.30,120.00,9996.00
41229,83.30,20.00,1666.00
41230,84.00,50.00,4200.00
41231,83.20,50.00,4160.00
41232,83.20,500.00,41600.00
41233,83.20,2.00,166.40
41234,83.20,700.00,58240.00
41235,83.50,10.00,835.00
41236,83.25,1000.00,83250.00
41237,83.20,470.00,39104.00
41238,83.30,948.00,78968.40
41239,83.30,130.00,10829.00
41240,83.30,240.00,19992.00
41241,83.20,30.00,2496.00
41242,83.20,200.00,16640.00
41243,83.00,602.00,49966.00
41244,83.00,384.00,31872.00
41245,83.10,34.00,2825.40
41246,83.00,800.00,66400.00
41247,83.00,180.00,14940.00
41248,83.30,215.00,17909.50
41249,83.00,116.00,9628.00
41250,83.00,2.00,166.00
41251,83.00,48.00,3984.00
41252,83.30,132.00,10995.60
41253,83.30,100.00,8330.00
41254,83.00,50.00,4150.00
41255,83.00,250.00,20750.00
41256,83.00,611.00,50713.00
41257,83.00,611.00,50713.00
41258,83.00,3778.00,313574.00
41259,82.60,2.00,165.20
41260,83.00,1000.00,83000.00
41261,83.00,240.00,19920.00
41262,83.00,500.00,41500.00
41263,83.00,1200.00,99600.00
41264,83.00,1000.00,83000.00
41265,83.00,100.00,8300.00
41266,83.00,960.00,79680.00
41267,83.00,1000.00,83000.00
41268,83.10,200.00,16620.00
41269,83.00,340.00,28220.00
41270,82.60,15.00,1239.00
41271,82.60,35.00,2891.00
41272,82.60,35.00,2891.00
41273,82.60,465.00,38409.00
41274,82.60,19.00,1569.40
41275,82.50,500.00,41250.00
41276,82.50,61.00,5032.50
41277,83.00,361.00,29963.00
41278,83.00,300.00,24900.00
41279,82.50,4820.00,397650.00
41280,82.55,180.00,14859.00
41281,83.00,36.00,2988.00
41282,83.00,36.00,2988.00
41283,83.00,161.00,13363.00
41284,83.00,760.00,63080.00
41285,83.00,525.00,43575.00
41286,83.00,35.00,2905.00
41287,83.00,11.00,913.00
41288,82.95,100.00,8295.00
41289,82.95,20.00,1659.00
41290,82.95,120.00,9954.00
41291,82.50,250.00,20625.00
41292,82.50,100.00,8250.00
41293,82.55,20.00,1651.00
41294,82.35,18.00,1482.30
41295,82.90,500.00,41450.00
41296,82.40,50.00,4120.00
41297,82.35,2.00,164.70
41298,82.95,60.00,4977.00
41299,83.30,300.00,24990.00
41300,83.30,140.00,11662.00
41301,83.50,6000.00,501000.00
41302,83.50,200.00,16700.00
41303,83.50,300.00,25050.00
41304,83.55,500.00,41775.00
41305,83.55,125.00,10443.75
41306,83.55,135.00,11279.25
41307,83.50,500.00,41750.00
41308,83.50,500.00,41750.00
41309,83.50,1000.00,83500.00
41310,83.50,239.00,19956.50
41311,83.50,1747.00,145874.50
41312,83.50,100.00,8350.00
41313,84.00,140.00,11760.00
41314,84.00,110.00,9240.00
41315,84.00,60.00,5040.00
41316,84.00,240.00,20160.00
41317,83.95,200.00,16790.00
41318,83.85,65.00,5450.25
41319,83.50,359.00,29976.50
41320,83.50,1641.00,137023.50
41321,83.50,1000.00,83500.00
41322,83.50,1212.00,101202.00
41323,83.50,1788.00,149298.00
41324,83.50,212.00,17702.00
41325,83.50,988.00,82498.00
41326,83.50,59.00,4926.50
41327,83.45,383.00,31961.35
41328,83.45,17.00,1418.65
41329,83.45,200.00,16690.00
41330,83.45,72.00,6008.40
41331,83.45,228.00,19026.60
41332,83.45,300.00,25035.00
41333,83.45,71.00,5924.95
41334,83.30,100.00,8330.00
41335,83.30,22.00,1832.60
41336,83.30,121.00,10079.30
41337,83.20,38.00,3161.60
41338,83.00,400.00,33200.00
41339,83.00,200.00,16600.00
41340,83.00,49.00,4067.00
41341,83.00,38.00,3154.00
41342,82.95,22.00,1824.90
41343,82.95,35.00,2903.25
41344,82.95,200.00,16590.00
41345,82.90,200.00,16580.00
41346,82.50,500.00,41250.00
41347,82.50,200.00,16500.00
41348,82.40,127.00,10464.80
41349,82.40,16.00,1318.40
41350,82.40,86.00,7086.40
41351,82.40,70.00,5768.00
41352,82.40,450.00,37080.00
41353,82.00,54.00,4428.00
41354,82.30,50.00,4115.00
41355,82.00,446.00,36572.00
41356,82.00,42.00,3444.00
41357,82.00,25.00,2050.00
41358,82.20,300.00,24660.00
41359,82.00,900.00,73800.00
41360,82.00,72.00,5904.00
41361,82.00,58.00,4756.00
41362,82.00,60.00,4920.00
41363,82.00,3.00,246.00
41364,82.00,93.00,7626.00
41365,82.00,507.00,41574.00
41366,82.00,35.00,2870.00
41367,82.00,100.00,8200.00
41368,81.70,500.00,40850.00
41369,81.70,5000.00,408500.00
41370,81.80,1000.00,81800.00
41371,81.80,1000.00,81800.00
41372,81.80,100.00,8180.00
41373,81.70,200.00,16340.00
41374,81.90,1000.00,81900.00
41375,81.90,1290.00,105651.00
41376,81.90,500.00,40950.00
41377,82.00,5210.00,427220.00
41378,82.00,900.00,73800.00
41379,82.00,1460.00,119720.00
41380,83.00,95.00,7885.00
41381,84.00,100.00,8400.00
41382,84.00,13.00,1092.00
41383,83.70,110.00,9207.00
41384,83.80,190.00,15922.00
41385,81.85,11.00,900.35
41386,82.50,10.00,825.00
41387,82.50,115.00,9487.50
41388,83.00,40.00,3320.00
41389,82.80,50.00,4140.00
41390,83.00,50.00,4150.00
41391,82.80,129.00,10681.20
41392,83.00,14.00,1162.00
41393,82.80,57.00,4719.60
41394,83.00,486.00,40338.00
41395,83.00,14.00,1162.00
41396,82.80,440.00,36432.00
41397,82.95,24.00,1990.80
41398,82.80,740.00,61272.00
41399,82.80,260.00,21528.00
41400,82.80,225.00,18630.00
41401,82.80,1000.00,82800.00
41402,82.95,360.00,29862.00
41403,82.80,1000.00,82800.00
41404,82.80,161.00,13330.80
41405,82.80,241.00,19954.80
41406,82.60,216.00,17841.60
41407,82.50,284.00,23430.00
41408,82.50,106.00,8745.00
41409,82.00,100.00,8200.00
41410,82.00,150.00,12300.00
41411,82.50,50.00,4125.00
41412,82.00,94.00,7708.00
41413,82.00,100.00,8200.00
41414,82.75,30.00,2482.50
41415,82.80,31.00,2566.80
41416,82.50,538.00,44385.00
41417,82.50,806.00,66495.00
41418,82.00,1000.00,82000.00
41419,82.00,14.00,1148.00
41420,82.50,100.00,8250.00
41421,82.50,10.00,825.00
41422,82.00,2000.00,164000.00
41423,82.50,46.00,3795.00
41424,82.50,193.00,15922.50
41425,82.50,43.00,3547.50
41426,82.00,500.00,41000.00
41427,82.00,500.00,41000.00
41428,82.00,1000.00,82000.00
41429,82.00,500.00,41000.00
41430,82.00,36.00,2952.00
41431,82.00,239.00,19598.00
41432,82.00,600.00,49200.00
41433,82.00,500.00,41000.00
41434,82.00,1500.00,123000.00
41435,82.00,2699.00,221318.00
41436,82.00,301.00,24682.00
41437,81.85,114.00,9330.90
41438,81.70,122.00,9967.40
41439,81.70,104.00,8496.80
41440,81.70,600.00,49020.00
41441,82.00,100.00,8200.00
41442,82.00,399.00,32718.00
41443,82.00,7.00,574.00
41444,82.00,1494.00,122508.00
41445,82.00,125.00,10250.00
41446,82.00,119.00,9758.00
41447,81.60,100.00,8160.00
41448,81.50,122.00,9943.00
41449,81.65,122.00,9961.30
41450,81.60,122.00,9955.20
41451,81.50,120.00,9780.00
41452,81.50,102.00,8313.00
41453,82.00,25.00,2050.00
41454,82.00,19.00,1558.00
41455,82.00,500.00,41000.00
41456,82.00,500.00,41000.00
41457,82.00,121.00,9922.00
41458,82.00,146.00,11972.00
41459,82.00,405.00,33210.00
41460,82.00,500.00,41000.00
41461,82.00,200.00,16400.00
41462,82.00,100.00,8200.00
41463,82.00,85.00,6970.00
41464,82.00,158.00,12956.00
41465,82.00,23.00,1886.00
41466,82.00,27.00,2214.00
41467,82.00,50.00,4100.00
41468,82.00,150.00,12300.00
41469,82.00,650.00,53300.00
41470,82.00,150.00,12300.00
41471,81.50,200.00,16300.00
41472,81.00,159.00,12879.00
41473,81.00,11.00,891.00
41474,81.00,24.00,1944.00
41475,81.00,42.00,3402.00
41476,80.50,283.00,22781.50
41477,80.50,17.00,1368.50
41478,80.00,12.00,960.00
41479,80.60,923.00,74393.80
41480,81.00,359.00,29079.00
41481,81.05,229.00,18560.45
41482,81.20,24.00,1948.80
41483,81.70,50.00,4085.00
41484,81.90,120.00,9828.00
41485,81.80,200.00,16360.00
41486,81.70,200.00,16340.00
41487,81.70,121.00,9885.70
41488,81.70,379.00,30964.30
41489,81.55,38.00,3098.90
41490,81.80,16.00,1308.80
41491,81.65,290.00,23678.50
41492,81.60,32.00,2611.20
41493,81.60,220.00,17952.00
41494,81.80,10.00,818.00
41495,81.80,204.00,16687.20
41496,81.80,96.00,7852.80
41497,81.80,4.00,327.20
41498,81.80,10.00,818.00
41499,81.60,184.00,15014.40
41500,81.80,6.00,490.80
41501,81.65,1400.00,114310.00
41502,81.80,100.00,8180.00
41503,81.80,80.00,6544.00
41504,81.80,1170.00,95706.00
41505,81.50,300.00,24450.00
41506,81.60,471.00,38433.60
41507,81.40,100.00,8140.00
41508,81.40,119.00,9686.60
41509,81.40,239.00,19454.60
41510,81.40,142.00,11558.80
41511,81.40,245.00,19943.00
41512,81.40,313.00,25478.20
41513,81.40,53.00,4314.20
41514,81.20,99.00,8038.80
41515,81.30,70.00,5691.00
41516,81.00,66.00,5346.00
41517,81.00,366.00,29646.00
41518,81.00,934.00,75654.00
41519,81.00,559.00,45279.00
41520,81.00,70.00,5670.00
41521,81.40,536.00,43630.40
41522,81.30,500.00,40650.00
41523,81.10,100.00,8110.00
41524,81.10,500.00,40550.00
41525,81.00,5.00,405.00
41526,81.00,100.00,8100.00
41527,81.00,89.00,7209.00
41528,81.00,123.00,9963.00
41529,81.00,186.00,15066.00
41530,81.00,50.00,4050.00
41531,81.00,847.00,68607.00
41532,81.00,100.00,8100.00
41533,81.00,900.00,72900.00
41534,81.00,1500.00,121500.00
41535,81.75,35.00,2861.25
41536,81.00,1427.00,115587.00
41537,81.00,308.00,24948.00
41538,81.00,122.00,9882.00
41539,81.00,465.00,37665.00
41540,81.00,500.00,40500.00
41541,81.40,850.00,69190.00
41542,81.75,300.00,24525.00
41543,81.75,50.00,4087.50
41544,83.25,186.00,15484.50
41545,83.25,1007.00,83832.75
41546,82.65,23.00,1900.95
41547,82.60,108.00,8920.80
41548,82.50,70.00,5775.00
41549,81.75,118.00,9646.50
41550,82.50,480.00,39600.00
41551,82.50,521.00,42982.50
41552,82.50,6.00,495.00
41553,82.00,57.00,4674.00
41554,82.00,473.00,38786.00
41555,82.00,400.00,32800.00
41556,81.85,100.00,8185.00
41557,81.75,63.00,5150.25
41558,81.75,48.00,3924.00
41559,82.00,100.00,8200.00
41560,82.00,10.00,820.00
41561,81.00,111.00,8991.00
41562,82.00,50.00,4100.00
41563,81.90,500.00,40950.00
41564,82.00,80.00,6560.00
41565,82.00,360.00,29520.00
41566,82.00,2079.00,170478.00
41567,82.00,243.00,19926.00
41568,82.00,1757.00,144074.00
41569,82.50,500.00,41250.00
41570,82.00,43.00,3526.00
41571,82.00,100.00,8200.00
41572,82.00,100.00,8200.00
41573,82.00,42.00,3444.00
41574,82.00,121.00,9922.00
41575,82.00,500.00,41000.00
41576,82.00,500.00,41000.00
41577,82.00,231.00,18942.00
41578,82.00,1000.00,82000.00
41579,82.00,91.00,7462.00
41580,82.00,45.00,3690.00
41581,82.00,80.00,6560.00
41582,82.00,60.00,4920.00
41583,82.00,500.00,41000.00
41584,82.00,2724.00,223368.00
41585,82.00,526.00,43132.00
41586,82.00,474.00,38868.00
41587,82.00,1026.00,84132.00
41588,82.00,100.00,8200.00
41589,81.95,15000.00,1229250.00
41590,82.00,280.00,22960.00
41591,82.00,106.00,8692.00
41592,82.00,94.00,7708.00
41593,82.00,82.00,6724.00
41594,82.00,6.00,492.00
41595,82.00,194.00,15908.00
41596,82.00,306.00,25092.00
41597,82.00,806.00,66092.00
41598,82.00,54.00,4428.00
41599,82.00,48.00,3936.00
41600,82.00,122.00,10004.00
41601,82.00,776.00,63632.00
41602,82.00,224.00,18368.00
41603,81.75,350.00,28612.50
41604,81.75,300.00,24525.00
41605,81.90,120.00,9828.00
41606,82.00,122.00,10004.00
41607,81.75,70.00,5722.50
41608,82.00,154.00,12628.00
41609,82.00,92.00,7544.00
41610,82.00,1000.00,82000.00
41611,82.00,300.00,24600.00
41612,82.00,54.00,4428.00
41613,82.00,646.00,52972.00
41614,82.00,1000.00,82000.00
41615,82.00,200.00,16400.00
41616,82.00,182.00,14924.00
41617,82.00,200.00,16400.00
41618,82.00,418.00,34276.00
41619,82.00,582.00,47724.00
41620,82.00,119.00,9758.00
41621,82.00,200.00,16400.00
41622,82.00,1099.00,90118.00
41623,82.50,200.00,16500.00
41624,82.50,115.00,9487.50
41625,82.50,600.00,49500.00
41626,82.50,33.00,2722.50
41627,82.50,267.00,22027.50
41628,82.20,40.00,3288.00
41629,82.00,100.00,8200.00
41630,82.00,60.00,4920.00
41631,82.50,121.00,9982.50
41632,82.50,995.00,82087.50
41633,82.50,612.00,50490.00
41634,82.50,211.00,17407.50
41635,82.50,180.00,14850.00
41636,82.50,50.00,4125.00
41637,82.50,50.00,4125.00
41638,82.50,330.00,27225.00
41639,83.00,115.00,9545.00
41640,83.00,24.00,1992.00
41641,83.00,379.00,31457.00
41642,83.00,180.00,14940.00
41643,83.50,82.00,6847.00
41644,84.00,22.00,1848.00
41645,84.00,1199.00,100716.00
41646,83.50,29.00,2421.50
41647,83.90,300.00,25170.00
41648,83.90,25.00,2097.50
41649,84.00,227.00,19068.00
41650,84.00,1.00,84.00
41651,84.50,118.00,9971.00
41652,84.50,379.00,32025.50
41653,84.50,3.00,253.50
41654,84.50,19.00,1605.50
41655,84.75,116.00,9831.00
41656,84.50,250.00,21125.00
41657,84.75,82.00,6949.50
41658,84.75,200.00,16950.00
41659,84.75,5.00,423.75
41660,84.75,97.00,8220.75
41661,84.90,706.00,59939.40
41662,84.90,794.00,67410.60
41663,84.90,206.00,17489.40
41664,84.90,116.00,9848.40
41665,84.90,128.00,10867.20
41666,85.00,372.00,31620.00
41667,85.00,500.00,42500.00
41668,85.00,72.00,6120.00
41669,85.00,628.00,53380.00
41670,85.00,95.00,8075.00
41671,85.00,33.00,2805.00
41672,85.00,100.00,8500.00
41673,85.00,5.00,425.00
41674,85.00,300.00,25500.00
41675,85.00,95.00,8075.00
41676,85.45,180.00,15381.00
41677,85.00,5.00,425.00
41678,85.45,100.00,8545.00
41679,85.45,100.00,8545.00
41680,85.45,320.00,27344.00
41681,85.45,300.00,25635.00
41682,85.45,180.00,15381.00
41683,85.45,116.00,9912.20
41684,85.45,72.00,6152.40
41685,85.45,50.00,4272.50
41686,85.45,62.00,5297.90
41687,85.50,340.00,29070.00
41688,85.60,200.00,17120.00
41689,85.50,200.00,17100.00
41690,85.50,500.00,42750.00
41691,85.50,500.00,42750.00
41692,85.80,120.00,10296.00
41693,85.80,173.00,14843.40
41694,85.80,107.00,9180.60
41695,86.00,80.00,6880.00
41696,86.00,348.00,29928.00
41697,86.00,193.00,16598.00
41698,86.00,50.00,4300.00
41699,86.00,128.00,11008.00
41700,86.00,201.00,17286.00
41701,86.00,149.00,12814.00
41702,86.00,500.00,43000.00
41703,86.00,11.00,946.00
41704,85.95,55.00,4727.25
41705,85.95,174.00,14955.30
41706,85.80,70.00,6006.00
41707,85.95,50.00,4297.50
41708,85.95,101.00,8680.95
41709,86.00,58.00,4988.00
41710,85.95,400.00,34380.00
41711,86.00,250.00,21500.00
41712,86.00,32.00,2752.00
41713,86.50,35.00,3027.50
41714,86.05,209.00,17984.45
41715,86.25,41.00,3536.25
41716,86.25,200.00,17250.00
41717,86.25,50.00,4312.50
41718,86.50,90.00,7785.00
41719,86.30,60.00,5178.00
41720,86.05,362.00,31150.10
41721,86.00,128.00,11008.00
41722,86.25,50.00,4312.50
41723,86.25,68.00,5865.00
41724,86.25,46.00,3967.50
41725,86.00,188.00,16168.00
41726,86.05,240.00,20652.00
41727,86.00,840.00,72240.00
41728,86.00,32.00,2752.00
41729,86.25,173.00,14921.25
41730,86.25,163.00,14058.75
41731,86.25,161.00,13886.25
41732,86.25,33.00,2846.25
41733,86.25,139.00,11988.75
41734,86.25,44.00,3795.00
41735,86.25,345.00,29756.25
41736,86.25,70.00,6037.50
41737,86.05,178.00,15316.90
41738,86.00,741.00,63726.00
41739,86.05,81.00,6970.05
41740,86.25,1.00,86.25
41741,86.25,507.00,43728.75
41742,86.25,200.00,17250.00
41743,86.25,1.00,86.25
41744,86.25,114.00,9832.50
41745,86.25,50.00,4312.50
41746,86.10,78.00,6715.80
41747,86.20,500.00,43100.00
41748,86.20,75.00,6465.00
41749,86.00,1925.00,165550.00
41750,86.25,173.00,14921.25
41751,86.20,100.00,8620.00
41752,86.00,480.00,41280.00
41753,86.05,20.00,1721.00
41754,86.10,1000.00,86100.00
41755,86.00,506.00,43516.00
41756,86.00,500.00,43000.00
41757,86.00,160.00,13760.00
41758,85.95,80.00,6876.00
41759,85.90,116.00,9964.40
41760,85.85,300.00,25755.00
41761,85.80,40.00,3432.00
41762,85.80,20.00,1716.00
41763,85.80,220.00,18876.00
41764,85.80,80.00,6864.00
41765,85.90,47.00,4037.30
41766,86.00,114.00,9804.00
41767,86.00,116.00,9976.00
41768,86.00,353.00,30358.00
41769,86.00,116.00,9976.00
41770,85.95,200.00,17190.00
41771,85.95,800.00,68760.00
41772,85.90,500.00,42950.00
41773,85.90,50.00,4295.00
41774,85.90,50.00,4295.00
41775,85.80,116.00,9952.80
41776,85.80,500.00,42900.00
41777,85.85,95.00,8155.75
41778,85.90,52.00,4466.80
41779,85.70,105.00,8998.50
41780,85.70,233.00,19968.10
41781,85.70,233.00,19968.10
41782,85.65,46.00,3939.90
41783,85.65,54.00,4625.10
41784,85.65,1000.00,85650.00
41785,85.65,62.00,5310.30
41786,85.65,78.00,6680.70
41787,85.70,60.00,5142.00
41788,85.70,80.00,6856.00
41789,85.60,140.00,11984.00
41790,85.70,150.00,12855.00
41791,85.60,120.00,10272.00
41792,85.60,350.00,29960.00
41793,85.60,300.00,25680.00
41794,85.60,110.00,9416.00
41795,85.10,200.00,17020.00
41796,85.10,800.00,68080.00
41797,85.05,60.00,5103.00
41798,85.05,400.00,34020.00
41799,85.05,50.00,4252.50
41800,85.05,200.00,17010.00
41801,85.10,114.00,9701.40
41802,85.05,1000.00,85050.00
41803,85.05,290.00,24664.50
41804,85.00,90.00,7650.00
41805,85.05,49.00,4167.45
41806,85.10,250.00,21275.00
41807,85.10,111.00,9446.10
41808,85.50,92.00,7866.00
41809,85.50,200.00,17100.00
41810,85.50,175.00,14962.50
41811,85.50,233.00,19921.50
41812,85.50,100.00,8550.00
41813,85.50,204.00,17442.00
41814,85.60,120.00,10272.00
41815,85.60,122.00,10443.20
41816,85.55,105.00,8982.75
41817,85.50,263.00,22486.50
41818,85.45,23.00,1965.35
41819,85.45,211.00,18029.95
41820,85.50,237.00,20263.50
41821,85.50,1250.00,106875.00
41822,85.50,22.00,1881.00
41823,85.50,239.00,20434.50
41824,85.10,117.00,9956.70
41825,85.10,235.00,19998.50
41826,85.10,2.00,170.20
41827,85.20,70.00,5964.00
41828,85.25,29.00,2472.25
41829,85.25,155.00,13213.75
41830,85.35,175.00,14936.25
41831,85.40,80.00,6832.00
41832,85.00,352.00,29920.00
41833,85.00,250.00,21250.00
41834,85.00,352.00,29920.00
41835,85.00,10.00,850.00
41836,85.00,117.00,9945.00
41837,85.00,235.00,19975.00
41838,85.00,230.00,19550.00
41839,85.00,4.00,340.00
41840,85.00,105.00,8925.00
41841,85.00,23.00,1955.00
41842,85.00,100.00,8500.00
41843,85.00,94.00,7990.00
41844,84.90,150.00,12735.00
41845,85.00,702.00,59670.00
41846,85.45,180.00,15381.00
41847,85.50,1362.00,116451.00
41848,85.50,1011.00,86440.50
41849,85.50,895.00,76522.50
41850,85.80,180.00,15444.00
41851,85.80,57.00,4890.60
41852,86.35,200.00,17270.00
41853,86.50,80.00,6920.00
41854,86.50,9.00,778.50
41855,87.00,57.00,4959.00
41856,87.00,57.00,4959.00
41857,87.00,171.00,14877.00
41858,87.00,16.00,1392.00
41859,87.00,102.00,8874.00
41860,87.00,100.00,8700.00
41861,87.00,172.00,14964.00
41862,87.00,570.00,49590.00
41863,87.00,56.00,4872.00
41864,87.50,400.00,35000.00
41865,87.95,50.00,4397.50
41866,87.50,80.00,7000.00
41867,87.00,58.00,5046.00
41868,87.00,48.00,4176.00
41869,87.50,40.00,3500.00
41870,87.50,34.00,2975.00
41871,87.50,200.00,17500.00
41872,87.95,183.00,16094.85
41873,88.00,400.00,35200.00
41874,88.30,56.00,4944.80
41875,88.30,672.00,59337.60
41876,88.30,112.00,9889.60
41877,88.20,80.00,7056.00
41878,88.30,231.00,20397.30
41879,88.20,120.00,10584.00
41880,88.30,189.00,16688.70
41881,88.50,241.00,21328.50
41882,88.50,429.00,37966.50
41883,88.50,110.00,9735.00
41884,88.50,115.00,10177.50
41885,88.50,56.00,4956.00
41886,88.50,478.00,42303.00
41887,89.00,112.00,9968.00
41888,88.50,22.00,1947.00
41889,88.50,314.00,27789.00
41890,88.50,22.00,1947.00
41891,88.50,25.00,2212.50
41892,88.50,17.00,1504.50
41893,88.50,133.00,11770.50
41894,88.50,367.00,32479.50
41895,88.30,63.00,5562.90
41896,88.50,236.00,20886.00
41897,88.30,113.00,9977.90
41898,88.30,79.00,6975.70
41899,88.30,157.00,13863.10
41900,88.30,468.00,41324.40
41901,88.95,168.00,14943.60
41902,89.00,293.00,26077.00
41903,89.00,17.00,1513.00
41904,89.00,449.00,39961.00
41905,89.00,680.00,60520.00
41906,89.00,196.00,17444.00
41907,89.00,213.00,18957.00
41908,89.00,125.00,11125.00
41909,89.00,112.00,9968.00
41910,89.00,112.00,9968.00
41911,89.00,56.00,4984.00
41912,89.00,113.00,10057.00
41913,89.00,404.00,35956.00
41914,89.00,61.00,5429.00
41915,89.00,150.00,13350.00
41916,89.00,224.00,19936.00
41917,89.00,333.00,29637.00
41918,89.00,134.00,11926.00
41919,88.50,1000.00,88500.00
