" ,PRECIO,VN,PxQ "
" 30213,53.75,415,22306.25 "
" 30214,53.75,180,9675 "
" 30215,53.75,200,10750 "
" 30216,53.8,285,15333 "
" 30217,53.8,139,7478.2 "
" 30218,54,25,1350 "
" 30219,54,4,216 "
" 30220,54.45,100,5445 "
" 30221,54.45,63,3430.35 "
" 30222,54.45,500,27225 "
" 30223,54.5,838,45671 "
" 30224,54.45,337,18349.65 "
" 30225,54.5,1662,90579 "
" 30226,54.5,300,16350 "
" 30227,55,739,40645 "
" 30228,55,82,4510 "
" 30229,55,179,9845 "
" 30230,55,1761,96855 "
" 30231,56,1196,66976 "
" 30232,56,1404,78624 "
" 30233,55.5,1310,72705 "
" 30234,56,404,22624 "
" 30235,56,596,33376 "
" 30236,56,34,1904 "
" 30237,56,966,54096 "
" 30238,56,66,3696 "
" 30239,56,200,11200 "
" 30240,56,734,41104 "
" 30241,56,178,9968 "
" 30242,56,357,19992 "
" 30243,56,88,4928 "
" 30244,55.6,100,5560 "
" 30245,55.75,100,5575 "
" 30246,55.75,62,3456.5 "
" 30247,55.6,177,9841.2 "
" 30248,55.55,707,39273.85 "
" 30249,55.55,225,12498.75 "
" 30250,55.55,139,7721.45 "
" 30251,55.55,117,6499.35 "
" 30252,55.55,536,29774.8 "
" 30253,55.55,132,7332.6 "
" 30254,55.55,200,11110 "
" 30255,55.5,310,17205 "
" 30256,55.5,2690,149295 "
" 30257,55.5,50,2775 "
" 30258,55.5,10,555 "
" 30259,55.5,138,7659 "
" 30260,55.55,168,9332.4 "
" 30261,55.55,208,11554.4 "
" 30262,55.4,80,4432 "
" 30263,55.5,250,13875 "
" 30264,55.5,140,7770 "
" 30265,55.5,51,2830.5 "
" 30266,55.5,113,6271.5 "
" 30267,55.5,497,27583.5 "
" 30268,55.5,1068,59274 "
" 30269,55.5,1282,71151 "
" 30270,55.5,222,12321 "
" 30271,55.5,297,16483.5 "
" 30272,55.5,2,111 "
" 30273,55.5,88,4884 "
" 30274,55.5,1000,55500 "
" 30275,55.5,1000,55500 "
" 30276,55.45,79,4380.55 "
" 30277,55.5,9,499.5 "
" 30278,55.5,92,5106 "
" 30279,55.5,250,13875 "
" 30280,55.5,202,11211 "
" 30281,55.5,285,15817.5 "
" 30282,55.5,763,42346.5 "
" 30283,55.1,500,27550 "
" 30284,55.5,1765,97957.5 "
" 30285,55.5,600,33300 "
" 30286,55.5,309,17149.5 "
" 30287,55.5,826,45843 "
" 30288,55.5,317,17593.5 "
" 30289,55.5,634,35187 "
" 30290,55.2,75,4140 "
" 30291,55.5,468,25974 "
" 30292,55.5,506,28083 "
" 30293,55.5,1440,79920 "
" 30294,55.5,560,31080 "
" 30295,55,500,27500 "
" 30296,55,178,9790 "
" 30297,55,400,22000 "
" 30298,55,300,16500 "
" 30299,55,122,6710 "
" 30300,55,675,37125 "
" 30301,55,203,11165 "
" 30302,55,195,10725 "
" 30303,55,852,46860 "
" 30304,54.75,131,7172.25 "
" 30305,54.75,100,5475 "
" 30306,55,1000,55000 "
" 30307,55,2000,110000 "
" 30308,55,200,11000 "
" 30309,55,313,17215 "
" 30310,55,100,5500 "
" 30311,55,1000,55000 "
" 30312,55,34,1870 "
" 30313,55,156,8580 "
" 30314,55,138,7590 "
" 30315,55,160,8800 "
" 30316,54.75,150,8212.5 "
" 30317,55,120,6600 "
" 30318,55,250,13750 "
" 30319,55,331,18205 "
" 30320,55.05,47,2587.35 "
" 30321,55.1,108,5950.8 "
" 30322,55.1,162,8926.2 "
" 30323,55,2730,150150 "
" 30324,55.25,230,12707.5 "
" 30325,55.25,81,4475.25 "
" 30326,55.25,1000,55250 "
" 30327,55.15,150,8272.5 "
" 30328,55.15,300,16545 "
" 30329,55.15,300,16545 "
" 30330,55.15,151,8327.65 "
" 30331,55.15,89,4908.35 "
" 30332,55.15,30,1654.5 "
" 30333,55.15,100,5515 "
" 30334,55.1,70,3857 "
" 30335,55.1,300,16530 "
" 30336,55.25,689,38067.25 "
" 30337,55.5,270,14985 "
" 30338,55.5,230,12765 "
" 30339,55,122,6710 "
" 30340,55,166,9130 "
" 30341,55,18,990 "
" 30342,55,12,660 "
" 30343,55,587,32285 "
" 30344,55,163,8965 "
" 30345,55,203,11165 "
" 30346,55,100,5500 "
" 30347,54.5,75,4087.5 "
" 30348,54.85,500,27425 "
" 30349,55,34,1870 "
" 30350,55,57,3135 "
" 30351,54.5,60,3270 "
" 30352,54.5,500,27250 "
" 30353,54.5,500,27250 "
" 30354,54.5,64,3488 "
" 30355,54.5,430,23435 "
" 30356,54.6,220,12012 "
" 30357,54.95,272,14946.4 "
" 30358,54.5,500,27250 "
" 30359,54.5,200,10900 "
" 30360,54.5,70,3815 "
" 30361,54.75,500,27375 "
" 30362,54.75,500,27375 "
" 30363,54.9,2750,150975 "
" 30364,54.75,250,13687.5 "
" 30365,54.9,500,27450 "
" 30366,54.8,712,39017.6 "
" 30367,54.8,188,10302.4 "
" 30368,54.8,10,548 "
" 30369,54.8,278,15234.4 "
" 30370,54.75,217,11880.75 "
" 30371,54.75,219,11990.25 "
" 30372,54.6,480,26208 "
" 30373,54.75,383,20969.25 "
" 30374,54.75,181,9909.75 "
" 30375,54.8,91,4986.8 "
" 30376,54.8,500,27400 "
" 30377,54.7,120,6564 "
" 30378,54.8,1000,54800 "
" 30379,54.8,53,2904.4 "
" 30380,54.8,447,24495.6 "
" 30381,54.75,328,17958 "
" 30382,54.9,464,25473.6 "
" 30383,54.9,385,21136.5 "
" 30384,54.9,500,27450 "
" 30385,54.75,100,5475 "
" 30386,54.3,150,8145 "
" 30387,54.95,187,10275.65 "
" 30388,55.5,200,11100 "
" 30389,55.5,80,4440 "
" 30390,54.5,100,5450 "
" 30391,54.5,298,16241 "
" 30392,54.9,130,7137 "
" 30393,54.9,109,5984.1 "
" 30394,54.5,120,6540 "
" 30395,54.5,100,5450 "
" 30396,54.5,200,10900 "
" 30397,54.5,182,9919 "
" 30398,54.5,418,22781 "
" 30399,54.5,40,2180 "
" 30400,54.5,230,12535 "
" 30401,54.5,250,13625 "
" 30402,54.5,30,1635 "
" 30403,54.5,237,12916.5 "
" 30404,54.5,200,10900 "
" 30405,54.5,32,1744 "
" 30406,54.5,1000,54500 "
" 30407,54.5,63,3433.5 "
" 30408,54.4,1000,54400 "
" 30409,54.4,937,50972.8 "
" 30410,54.4,213,11587.2 "
" 30411,54,200,10800 "
" 30412,54,94,5076 "
" 30413,53.25,350,18637.5 "
" 30414,54,1556,84024 "
" 30415,54.4,87,4732.8 "
" 30416,54.4,213,11587.2 "
" 30417,54.4,2144,116633.6 "
" 30418,54.5,280,15260 "
" 30419,54.4,60,3264 "
" 30420,54.3,156,8470.8 "
" 30421,54.3,212,11511.6 "
" 30422,54.1,385,20828.5 "
" 30423,54.1,258,13957.8 "
" 30424,54.1,500,27050 "
" 30425,54.3,38,2063.4 "
" 30426,54.3,100,5430 "
" 30427,54.3,77,4181.1 "
" 30428,54.3,20,1086 "
" 30429,54.3,195,10588.5 "
" 30430,54.1,400,21640 "
" 30431,54.1,150,8115 "
" 30432,54.2,201,10894.2 "
" 30433,54.1,44,2380.4 "
" 30434,54.1,263,14228.3 "
" 30435,54.1,100,5410 "
" 30436,53.5,500,26750 "
" 30437,53.25,40,2130 "
" 30438,53.5,370,19795 "
" 30439,53.5,130,6955 "
" 30440,53.5,129,6901.5 "
" 30441,53.5,24,1284 "
" 30442,53,230,12190 "
" 30443,53.05,300,15915 "
" 30444,53.5,20,1070 "
" 30445,53.5,41,2193.5 "
" 30446,53.5,20,1070 "
" 30447,53.5,200,10700 "
" 30448,53.25,500,26625 "
" 30449,53.25,270,14377.5 "
" 30450,53,46,2438 "
" 30451,53,115,6095 "
" 30452,53,54,2862 "
" 30453,52.95,1300,68835 "
" 30454,53.25,280,14910 "
" 30455,53.25,169,8999.25 "
" 30456,53.25,331,17625.75 "
" 30457,53.25,532,28329 "
" 30458,54,12,648 "
" 30459,53.5,500,26750 "
" 30460,53.5,800,42800 "
" 30461,54,200,10800 "
" 30462,53.9,50,2695 "
" 30463,53.1,250,13275 "
" 30464,53.1,51,2708.1 "
" 30465,53.2,148,7873.6 "
" 30466,53.2,111,5905.2 "
" 30467,53,200,10600 "
" 30468,52.65,90,4738.5 "
" 30469,52.65,110,5791.5 "
" 30470,52.65,57,3001.05 "
" 30471,52.65,33,1737.45 "
" 30472,52.65,50,2632.5 "
" 30473,52.65,150,7897.5 "
" 30474,52.65,504,26535.6 "
" 30475,52.65,200,10530 "
" 30476,52.65,146,7686.9 "
" 30477,52.65,54,2843.1 "
" 30478,52.65,100,5265 "
" 30479,52.65,200,10530 "
" 30480,52.65,2000,105300 "
" 30481,52.65,715,37644.75 "
" 30482,52.65,2285,120305.25 "
" 30483,52.65,477,25114.05 "
" 30484,52.65,80,4212 "
" 30485,52.65,57,3001.05 "
" 30486,53,70,3710 "
" 30487,53.2,30,1596 "
" 30488,53.2,161,8565.2 "
" 30489,53.2,89,4734.8 "
" 30490,53.2,4,212.8 "
" 30491,53.2,500,26600 "
" 30492,53.5,177,9469.5 "
" 30493,53.75,82,4407.5 "
" 30494,53.3,380,20254 "
" 30495,53.3,1120,59696 "
" 30496,53.3,411,21906.3 "
" 30497,53.7,20,1074 "
" 30498,53.7,20,1074 "
" 30499,53.7,160,8592 "
" 30500,53.7,309,16593.3 "
" 30501,53.7,20,1074 "
" 30502,53.7,465,24970.5 "
" 30503,53.7,160,8592 "
" 30504,53.4,20,1068 "
" 30505,53.2,355,18886 "
" 30506,53.2,500,26600 "
" 30507,53.4,20,1068 "
" 30508,53.4,385,20559 "
" 30509,53.5,2000,107000 "
" 30510,53.5,190,10165 "
" 30511,53.75,20,1075 "
" 30512,53.75,198,10642.5 "
" 30513,53.75,20,1075 "
" 30514,53.75,52,2795 "
" 30515,53.75,68,3655 "
" 30516,53.75,220,11825 "
" 30517,53.8,300,16140 "
" 30518,53.85,168,9046.8 "
" 30519,54,25,1350 "
" 30520,54,32,1728 "
" 30521,54,120,6480 "
" 30522,54,123,6642 "
" 30523,54.25,27,1464.75 "
" 30524,54,1877,101358 "
" 30525,54,280,15120 "
" 30526,53.85,300,16155 "
" 30527,53.85,25,1346.25 "
" 30528,53.85,60,3231 "
" 30529,53.85,20,1077 "
" 30530,53.85,183,9854.55 "
" 30531,53.85,56,3015.6 "
" 30532,53.85,276,14862.6 "
" 30533,54,303,16362 "
" 30534,54,117,6318 "
" 30535,54,35,1890 "
" 30536,54,343,18522 "
" 30537,54,365,19710 "
" 30538,54,40,2160 "
" 30539,54,157,8478 "
" 30540,54,143,7722 "
" 30541,54,43,2322 "
" 30542,54.25,707,38354.75 "
" 30543,54.2,350,18970 "
" 30544,54.2,75,4065 "
" 30545,54.2,1925,104335 "
" 30546,54.2,2725,147695 "
" 30547,54.2,500,27100 "
" 30548,54.25,1293,70145.25 "
" 30549,54.5,252,13734 "
" 30550,54.5,148,8066 "
" 30551,55,148,8140 "
" 30552,54.5,1852,100934 "
" 30553,54.5,1000,54500 "
" 30554,54.5,1000,54500 "
" 30555,55,116,6380 "
" 30556,55,352,19360 "
" 30557,55,60,3300 "
" 30558,55,24,1320 "
" 30559,55.25,2500,138125 "
" 30560,55.5,128,7104 "
" 30561,55,359,19745 "
" 30562,55,340,18700 "
" 30563,55,301,16555 "
" 30564,55,198,10890 "
" 30565,54.75,900,49275 "
" 30566,54.5,1000,54500 "
" 30567,54.5,78,4251 "
" 30568,54.25,1802,97758.5 "
" 30569,54.45,1000,54450 "
" 30570,54.45,1000,54450 "
" 30571,54.25,1905,103346.25 "
" 30572,54.25,200,10850 "
" 30573,54.2,200,10840 "
" 30574,54.2,395,21409 "
" 30575,54.2,180,9756 "
" 30576,54.2,1950,105690 "
" 30577,54,252,13608 "
" 30578,54,25,1350 "
" 30579,54,75,4050 "
" 30580,53.9,56,3018.4 "
" 30581,54.4,700,38080 "
" 30582,54.4,220,11968 "
" 30583,54.4,130,7072 "
" 30584,54.4,120,6528 "
" 30585,54.2,460,24932 "
" 30586,54.2,230,12466 "
" 30587,54.2,300,16260 "
" 30588,54.2,140,7588 "
" 30589,54.2,140,7588 "
" 30590,54.2,110,5962 "
" 30591,54.2,300,16260 "
" 30592,54.2,9,487.8 "
" 30593,54.4,1000,54400 "
" 30594,54.2,1091,59132.2 "
" 30595,54.2,240,13008 "
" 30596,54.2,300,16260 "
" 30597,54,2200,118800 "
" 30598,54,350,18900 "
" 30599,54,369,19926 "
" 30600,54,2450,132300 "
" 30601,54.4,300,16320 "
" 30602,54.4,2300,125120 "
" 30603,54.4,22,1196.8 "
" 30604,54.45,1000,54450 "
" 30605,54.5,2200,119900 "
" 30606,54.5,150,8175 "
" 30607,54.5,1400,76300 "
" 30608,55,100,5500 "
" 30609,55.1,130,7163 "
" 30610,55.1,100,5510 "
" 30611,55,215,11825 "
" 30612,55,30,1650 "
" 30613,55,500,27500 "
" 30614,55,2785,153175 "
" 30615,55.1,175,9642.5 "
" 30616,55,215,11825 "
" 30617,55.1,70,3857 "
" 30618,55.2,103,5685.6 "
" 30619,55.2,1000,55200 "
" 30620,55.2,327,18050.4 "
" 30621,55.2,200,11040 "
" 30622,55.2,3000,165600 "
" 30623,55.2,473,26109.6 "
" 30624,55.3,200,11060 "
" 30625,55.3,800,44240 "
" 30626,55.3,200,11060 "
" 30627,55.3,600,33180 "
" 30628,55.3,200,11060 "
" 30629,55.3,1200,66360 "
" 30630,55.4,200,11080 "
" 30631,55.5,1328,73704 "
" 30632,55.5,300,16650 "
" 30633,55.5,372,20646 "
" 30634,55.5,1000,55500 "
" 30635,55.5,200,11100 "
" 30636,55.5,150,8325 "
" 30637,55.5,150,8325 "
" 30638,55.5,100,5550 "
" 30639,55.5,881,48895.5 "
" 30640,55.5,191,10600.5 "
" 30641,55.5,1809,100399.5 "
" 30642,55.5,2000,111000 "
" 30643,55.4,444,24597.6 "
" 30644,55.5,191,10600.5 "
" 30645,55.5,1365,75757.5 "
" 30646,55.5,1400,77700 "
" 30647,55.5,320,17760 "
" 30648,55.5,1915,106282.5 "
" 30649,55.7,585,32584.5 "
" 30650,55.5,285,15817.5 "
" 30651,55.7,1715,95525.5 "
" 30652,55.7,1000,55700 "
" 30653,55.7,150,8355 "
" 30654,55.7,135,7519.5 "
" 30655,55.9,500,27950 "
" 30656,56,300,16800 "
" 30657,56,57,3192 "
" 30658,56,8,448 "
" 30659,56,92,5152 "
" 30660,56.2,150,8430 "
" 30661,57,500,28500 "
" 30662,57,150,8550 "
" 30663,57,1850,105450 "
" 30664,57.05,7,399.35 "
" 30665,57.05,246,14034.3 "
" 30666,56.5,90,5085 "
" 30667,56.5,590,33335 "
" 30668,56.5,1410,79665 "
" 30669,56.5,160,9040 "
" 30670,56.2,300,16860 "
" 30671,56.25,883,49668.75 "
" 30672,56.2,90,5058 "
" 30673,56.25,290,16312.5 "
" 30674,56.2,10,562 "
" 30675,56.25,827,46518.75 "
" 30676,56.25,462,25987.5 "
" 30677,56.25,900,50625 "
" 30678,56.25,50,2812.5 "
" 30679,56.25,90,5062.5 "
" 30680,56.25,35,1968.75 "
" 30681,56.25,5,281.25 "
" 30682,56.2,735,41307 "
" 30683,56.25,55,3093.75 "
" 30684,56.25,263,14793.75 "
" 30685,56.25,602,33862.5 "
" 30686,56.25,2000,112500 "
" 30687,56.2,580,32596 "
" 30688,56.25,173,9731.25 "
" 30689,56.2,594,33382.8 "
" 30690,56.25,62,3487.5 "
" 30691,56.2,91,5114.2 "
" 30692,56,19,1064 "
" 30693,56,502,28112 "
" 30694,56,298,16688 "
" 30695,55.5,200,11100 "
" 30696,55.7,511,28462.7 "
" 30697,55.5,120,6660 "
" 30698,55.8,77,4296.6 "
" 30699,55.8,297,16572.6 "
" 30700,55.9,1003,56067.7 "
" 30701,55.9,200,11180 "
" 30702,55.9,86,4807.4 "
" 30703,55.9,911,50924.9 "
" 30704,56,389,21784 "
" 30705,55.9,403,22527.7 "
" 30706,56,40,2240 "
" 30707,56,62,3472 "
" 30708,56,2109,118104 "
" 30709,56,789,44184 "
" 30710,56.3,197,11091.1 "
" 30711,56.5,556,31414 "
" 30712,56,11,616 "
" 30713,56.05,271,15189.55 "
" 30714,56.25,3765,211781.25 "
" 30715,56.3,200,11260 "
" 30716,56.5,50,2825 "
" 30717,57,174,9918 "
" 30718,57,182,10374 "
" 30719,57,350,19950 "
" 30720,56.5,244,13786 "
" 30721,56.5,600,33900 "
" 30722,57,1000,57000 "
" 30723,57,1326,75582 "
" 30724,57,280,15960 "
" 30725,57,100,5700 "
" 30726,57.3,120,6876 "
" 30727,57,1294,73758 "
" 30728,57,150,8550 "
" 30729,57,500,28500 "
" 30730,57.3,130,7449 "
" 30731,57,56,3192 "
" 30732,57.35,297,17032.95 "
" 30733,57.35,103,5907.05 "
" 30734,57.7,1000,57700 "
" 30735,57.7,92,5308.4 "
" 30736,57.9,172,9958.8 "
" 30737,57.9,175,10132.5 "
" 30738,58.5,417,24394.5 "
" 30739,58.25,183,10659.75 "
" 30740,58,400,23200 "
" 30741,58.15,1000,58150 "
" 30742,58.2,160,9312 "
" 30743,58.15,600,34890 "
" 30744,58.15,708,41170.2 "
" 30745,58.15,500,29075 "
" 30746,58.5,583,34105.5 "
" 30747,58.85,69,4060.65 "
" 30748,58.85,30,1765.5 "
" 30749,58.8,70,4116 "
" 30750,58.85,201,11828.85 "
" 30751,58.15,593,34482.95 "
" 30752,58.85,1510,88863.5 "
" 30753,58.25,1599,93141.75 "
" 30754,58.25,288,16776 "
" 30755,58.2,500,29100 "
" 30756,58.25,4,233 "
" 30757,58.25,1000,58250 "
" 30758,58.25,609,35474.25 "
" 30759,58.25,391,22775.75 "
" 30760,58.2,113,6576.6 "
" 30761,58,100,5800 "
" 30762,58,30,1740 "
" 30763,58,400,23200 "
" 30764,57.9,96,5558.4 "
" 30765,57.9,74,4284.6 "
" 30766,57.9,218,12622.2 "
" 30767,57.95,345,19992.75 "
" 30768,57.9,1282,74227.8 "
" 30769,57.9,52,3010.8 "
" 30770,57.9,55,3184.5 "
" 30771,57.8,172,9941.6 "
" 30772,57.7,52,3000.4 "
" 30773,57.7,115,6635.5 "
" 30774,57.5,173,9947.5 "
" 30775,57.5,58,3335 "
" 30776,57.5,400,23000 "
" 30777,57.5,330,18975 "
" 30778,57.5,681,39157.5 "
" 30779,57,53,3021 "
" 30780,57,429,24453 "
" 30781,57,300,17100 "
" 30782,57,21,1197 "
" 30783,57,1000,57000 "
" 30784,57,200,11400 "
" 30785,56.8,101,5736.8 "
" 30786,56.8,28,1590.4 "
" 30787,57.3,300,17190 "
" 30788,57,161,9177 "
" 30789,57,14,798 "
" 30790,57,175,9975 "
" 30791,57,25,1425 "
" 30792,57,500,28500 "
" 30793,57,300,17100 "
" 30794,57.3,66,3781.8 "
" 30795,57.3,85,4870.5 "
" 30796,57.3,49,2807.7 "
" 30797,58.7,112,6574.4 "
" 30798,58.7,10,587 "
" 30799,58.5,32,1872 "
" 30800,58.5,50,2925 "
" 30801,57.9,500,28950 "
" 30802,57.9,2000,115800 "
" 30803,57.9,400,23160 "
" 30804,57.75,112,6468 "
" 30805,57.5,200,11500 "
" 30806,57.5,609,35017.5 "
" 30807,57.5,2,115 "
" 30808,57.5,90,5175 "
" 30809,57.5,50,2875 "
" 30810,57.75,1400,80850 "
" 30811,57.75,100,5775 "
" 30812,57.75,14,808.5 "
" 30813,57.75,86,4966.5 "
" 30814,57.9,86,4979.4 "
" 30815,57.75,22,1270.5 "
" 30816,57.75,15,866.25 "
" 30817,57.75,340,19635 "
" 30818,57.75,60,3465 "
" 30819,57.75,150,8662.5 "
" 30820,57.75,1510,87202.5 "
" 30821,57.7,113,6520.1 "
" 30822,57.7,200,11540 "
" 30823,57.7,177,10212.9 "
" 30824,57.7,23,1327.1 "
" 30825,57.6,1000,57600 "
" 30826,57.6,600,34560 "
" 30827,57.6,2000,115200 "
" 30828,57.6,300,17280 "
" 30829,57.6,2000,115200 "
" 30830,57.5,20,1150 "
" 30831,57.5,199,11442.5 "
" 30832,57.6,1181,68025.6 "
" 30833,57.6,390,22464 "
" 30834,57.7,77,4442.9 "
" 30835,57.75,623,35978.25 "
" 30836,57.75,368,21252 "
" 30837,57.75,377,21771.75 "
" 30838,57.5,1980,113850 "
" 30839,57.5,891,51232.5 "
" 30840,57.65,1500,86475 "
" 30841,57.6,2000,115200 "
" 30842,57.6,200,11520 "
" 30843,57.6,429,24710.4 "
" 30844,57.75,632,36498 "
" 30845,57.9,200,11580 "
" 30846,58,53,3074 "
" 30847,58,500,29000 "
" 30848,58,115,6670 "
" 30849,57.9,500,28950 "
" 30850,58,85,4930 "
" 30851,58,115,6670 "
" 30852,58,600,34800 "
" 30853,58,285,16530 "
" 30854,58,15,870 "
" 30855,58,5,290 "
" 30856,58,200,11600 "
" 30857,58,10,580 "
" 30858,58,68,3944 "
" 30859,58.15,200,11630 "
" 30860,58.15,200,11630 "
" 30861,58,100,5800 "
" 30862,58.2,17,989.4 "
" 30863,58.2,483,28110.6 "
" 30864,58.25,200,11650 "
" 30865,58.7,100,5870 "
" 30866,58.7,170,9979 "
" 30867,58.7,153,8981.1 "
" 30868,58.7,60,3522 "
" 30869,58.5,76,4446 "
" 30870,58.05,110,6385.5 "
" 30871,58.2,158,9195.6 "
" 30872,58.25,616,35882 "
" 30873,58,52,3016 "
" 30874,57.9,16,926.4 "
" 30875,57.9,35,2026.5 "
" 30876,58,1344,77952 "
" 30877,57.9,810,46899 "
" 30878,57.95,398,23064.1 "
" 30879,58,1448,83984 "
" 30880,58,1000,58000 "
" 30881,58,156,9048 "
" 30882,58,172,9976 "
" 30883,58,460,26680 "
" 30884,58,58,3364 "
" 30885,58,1000,58000 "
" 30886,58,41,2378 "
" 30887,58,400,23200 "
" 30888,58,153,8874 "
" 30889,58,572,33176 "
" 30890,58.15,550,31982.5 "
" 30891,58.25,98,5708.5 "
" 30892,58.2,352,20486.4 "
" 30893,58.5,98,5733 "
" 30894,58.25,500,29125 "
" 30895,58.25,402,23416.5 "
" 30896,58.5,1000,58500 "
" 30897,58.5,2126,124371 "
" 30898,58.5,15,877.5 "
" 30899,58.6,500,29300 "
" 30900,58.7,547,32108.9 "
" 30901,58.7,500,29350 "
" 30902,58.75,500,29375 "
" 30903,59,970,57230 "
" 30904,58.85,30,1765.5 "
" 30905,58.9,1000,58900 "
" 30906,59,500,29500 "
" 30907,59,1601,94459 "
" 30908,59,80,4720 "
" 30909,59,500,29500 "
" 30910,59,319,18821 "
" 30911,58.9,1000,58900 "
" 30912,59,399,23541 "
" 30913,59,601,35459 "
" 30914,59,399,23541 "
" 30915,59.9,1000,59900 "
" 30916,59.8,50,2990 "
" 30917,59.7,250,14925 "
" 30918,59.5,410,24395 "
" 30919,59.5,440,26180 "
" 30920,59.5,500,29750 "
" 30921,59.5,500,29750 "
" 30922,59.65,87,5189.55 "
" 30923,59.65,400,23860 "
" 30924,59.65,156,9305.4 "
" 30925,59.65,214,12765.1 "
" 30926,59.65,72,4294.8 "
" 30927,59.65,257,15330.05 "
" 30928,59.5,150,8925 "
" 30929,59.65,86,5129.9 "
" 30930,59.65,260,15509 "
" 30931,59.65,15,894.75 "
" 30932,59.65,257,15330.05 "
" 30933,59.65,737,43962.05 "
" 30934,59.65,400,23860 "
" 30935,59.5,355,21122.5 "
" 30936,59.65,245,14614.25 "
" 30937,59.7,73,4358.1 "
" 30938,59.7,1000,59700 "
" 30939,59.7,170,10149 "
" 30940,59.7,103,6149.1 "
" 30941,59.7,604,36058.8 "
" 30942,59.9,796,47680.4 "
" 30943,59.9,204,12219.6 "
" 30944,59.65,60,3579 "
" 30945,59.75,391,23362.25 "
" 30946,59.75,609,36387.75 "
" 30947,59.95,250,14987.5 "
" 30948,59.95,50,2997.5 "
" 30949,60,194,11640 "
" 30950,60,87,5220 "
" 30951,60,50,3000 "
" 30952,60,23,1380 "
" 30953,60.4,16,966.4 "
" 30954,60,200,12000 "
" 30955,60.4,150,9060 "
" 30956,60,427,25620 "
" 30957,60.4,247,14918.8 "
" 30958,60,50,3000 "
" 30959,60,200,12000 "
" 30960,60.4,50,3020 "
" 30961,60,88,5280 "
" 30962,58.5,54,3159 "
" 30963,59.5,50,2975 "
" 30964,59.9,640,38336 "
" 30965,59.75,735,43916.25 "
" 30966,59.6,142,8463.2 "
" 30967,59.75,80,4780 "
" 30968,59.75,800,47800 "
" 30969,59.75,185,11053.75 "
" 30970,59.9,51,3054.9 "
" 30971,59.9,1000,59900 "
" 30972,59.9,12,718.8 "
" 30973,60,188,11280 "
" 30974,60,25,1500 "
" 30975,60,204,12240 "
" 30976,60.25,51,3072.75 "
" 30977,60.25,97,5844.25 "
" 30978,60.25,110,6627.5 "
" 30979,60.25,247,14881.75 "
" 30980,60.3,50,3015 "
" 30981,60.3,280,16884 "
" 30982,60.3,243,14652.9 "
" 30983,60.3,50,3015 "
" 30984,60.3,27,1628.1 "
" 30985,60.5,1586,95953 "
" 30986,60.5,200,12100 "
" 30987,60.5,214,12947 "
" 30988,60.8,89,5411.2 "
" 30989,60.8,23,1398.4 "
" 30990,60.8,722,43897.6 "
" 30991,60.9,1000,60900 "
" 30992,61,2500,152500 "
" 30993,61,500,30500 "
" 30994,61,158,9638 "
" 30995,61.4,52,3192.8 "
" 30996,61.4,96,5894.4 "
" 30997,61.4,114,6999.6 "
" 30998,61.4,163,10008.2 "
" 30999,61.4,75,4605 "
" 31000,61.5,150,9225 "
" 31001,61.5,162,9963 "
" 31002,61.5,160,9840 "
" 31003,61.5,150,9225 "
" 31004,61.6,422,25995.2 "
" 31005,61.5,78,4797 "
" 31006,61.6,578,35604.8 "
" 31007,62,161,9982 "
" 31008,62,120,7440 "
" 31009,62,219,13578 "
" 31010,62.5,1000,62500 "
" 31011,62.5,135,8437.5 "
" 31012,62.9,190,11951 "
" 31013,62.7,303,18998.1 "
" 31014,62.5,40,2500 "
" 31015,62.5,210,13125 "
" 31016,62.5,70,4375 "
" 31017,62.7,50,3135 "
" 31018,62.5,91,5687.5 "
" 31019,62.7,109,6834.3 "
" 31020,63,190,11970 "
" 31021,62.9,48,3019.2 "
" 31022,63,341,21483 "
" 31023,63,50,3150 "
" 31024,62.9,51,3207.9 "
" 31025,63,13,819 "
" 31026,63,150,9450 "
" 31027,63,1160,73080 "
" 31028,63.5,100,6350 "
" 31029,63.75,100,6375 "
" 31030,63.8,156,9952.8 "
" 31031,64,54,3456 "
" 31032,64,78,4992 "
" 31033,64,93,5952 "
" 31034,64,100,6400 "
" 31035,64,127,8128 "
" 31036,64,275,17600 "
" 31037,64,614,39296 "
" 31038,64,123,7872 "
" 31039,64,77,4928 "
" 31040,64,4,256 "
" 31041,64,46,2944 "
" 31042,64,1136,72704 "
" 31043,64,100,6400 "
" 31044,64.5,100,6450 "
" 31045,64.5,50,3225 "
" 31046,64.75,100,6475 "
" 31047,64.9,15,973.5 "
" 31048,65,365,23725 "
" 31049,64.9,85,5516.5 "
" 31050,65,9,585 "
" 31051,65,64,4160 "
" 31052,65,166,10790 "
" 31053,64.5,187,12061.5 "
" 31054,65,107,6955 "
" 31055,65,2,130 "
" 31056,65,98,6370 "
" 31057,64.95,200,12990 "
" 31058,65,290,18850 "
" 31059,65,153,9945 "
" 31060,65,448,29120 "
" 31061,65,97,6305 "
" 31062,65,200,13000 "
" 31063,65,1193,77545 "
" 31064,64.8,170,11016 "
" 31065,64.8,49,3175.2 "
" 31066,64.8,9,583.2 "
" 31067,64.95,1000,64950 "
" 31068,65,191,12415 "
" 31069,65,200,13000 "
" 31070,65,2000,130000 "
" 31071,65,21,1365 "
" 31072,64.8,49,3175.2 "
" 31073,65,9,585 "
" 31074,65,6,390 "
" 31075,65,18,1170 "
